conv_type,net_type,mean_val_acc,std_val_acc,mean_test_acc,std_test_acc
valid,Net1,100.0,0.0,0.09,0.11357816691600546
sconv,Net1,98.88,0.2135415650406266,6.530000000000001,0.35510561809129404
fconv,Net1,87.6,1.096357605893262,88.75,0.41533119314590167
circular,Net1,98.94,1.8974720024284955,81.29999999999998,3.522782990761708
reflect,Net1,100.0,0.0,0.0,0.0
replicate,Net1,98.3,0.4024922359499629,93.11000000000001,2.111610759586151
